Konten,Kelas
"  1. video fpi bakar bendera bintang kejora berdasarkan penelusuran, video aksi unjuk rasa yang diunggah oleh akun supriyono konang tersebut bukanlah terjadi di wamena melainkan di depan gedung kejaksaan negeri poso, sulawesi tengah yang disebut aksi peduli papua pada 4 oktober 2019. tempo menonton secara utuh video berdurasi 22 menit 21 detik yang diunggah kanal berita viral komedi hiburan olahraga dll pada jumat, 4 oktober 2019. video itu telah ditonton sebanyak 1.300 kali hingga selasa, 8 oktober 2019. rupanya, video versi pendek yang tersebar di whatsapp diambil dari video itu pada detik ke-50, tepat saat orator unjuk rasa berkata, “jika hari ini merah putih tidak bisa berkibar dengan gagah di wamena…” berikutnya, melalui video versi panjang itu, tempo menemukan petunjuk mengenai lokasi asli unjuk rasa dalam video yang beredar itu. pada menit 3:40, orator menyatakan, “silahkan melanjutkan perjalanan menuju kantor bupati poso. di sana, kita akan menyampaikan aspirasi dan orasi.” untuk memastikan bahwa unjuk rasa itu benar-benar terjadi di poso, sulawesi tengah, tempo menggunakan petunjuk berupa sebuah gedung bercat putih di dekat tempat berlangsungnya unjuk rasa dan sebuah tugu bercat kuning-merah yang terlihat pada menit 3:27. dalam pencarian di google maps dengan kata kunci “tugu di kabupaten poso”, tempo menemukan foto tugu yang identik dengan tugu dalam video. tugu tersebut bernama tugu nol kilometer. melalui street view yang tersedia, di depan tugu itu berdiri gedung kejaksaan negeri poso, yang arsitektur, warna dinding, dan atapnya sama dengan gedung bercat putih di dekat tempat berlangsungnya unjuk rasa. tempo kemudian menelusuri arsip pemberitaan mengenai aksi fpi di poso. salah satu arsip mengenai aksi tersebut bisa ditemukan di kanal fpi di aplikasi pesan telegram yang bernama front poso media. dalam kanal tersebut, fpi mengunggah undangan kepada masyarakat untuk mengikuti aksi peduli papua pada 4 oktober 2019 pukul 13.00 wita. sejumlah foto aksi juga diunggah dalam kanal tersebut. dengan demikian, bisa dipastikan bahwa unjuk rasa ini terjadi di poso, bukan di wamena. 2. foto posko jihad wamena  tempo memperoleh petunjuk dari spanduk yang terlihat pada bagian kanan bawah foto. dalam spanduk itu, tertulis alamat sekretariat yang berada di karanganyar, jawa tengah. tempo kemudian menelusuri arsip video dengan memasukkan kata kunci “aksi fpi di karanganyar” di youtube. hasilnya, muncul video berjudul “muslim surakarta dan karanganyar siap berangkatkan pasukan mujahid ke wamena, papua” yang dipublikasikan di kanal mtatv. mta tv adalah media dakwah milik yayasan majlis tafsir al-qur’an, sebuah lembaga pendidikan dan dakwah islamiyah. dalam video itu, gambar yang memperlihatkan posko yang sama dengan posko yang ada dalam foto yang tersebar di whatsapp dimulai pada menit 2:04. aksi tersebut sama dengan aksi fpi di poso yang disertai dengan membakar bendera bintang kejora dan mengutuk terjadinya kerusuhan di wamena yang menyebabkan 33 orang meninggal dan ribuan warga mengungsi. ",FAKTA
]: ngumpet g segarang klo ada pengawalan!! selamat jd dpo moga cepet kecyduk. ====== [,HOAX
"]: sebuah poster daftar pencarian orang (dpo) yang dikeluarkan oleh kepolisian terhadap habib novel bamukmin beredar luas di media sosial. dalam poster itu tercantum bahwa yang bersangkutan di cari oleh pihak kepolisian atas kasus anarkisme, radikalisme dan intoleran. faktanya, setelah ditelusuri poster yang beredar itu merupakan kasus pada tahun 2014 lalu. dilansir dari detik.com, novel bamukmin menjadi daftar pencarian orang setelah ditetapkan sebagai tersangka atas  kasus anarkisme radikalisme intoleran saat demo di gedung dprd dki jakarta. saat itu, dirinya dikenai delik pasal 214 ayat 1 dan 2 kuhp, pasal 170 ayat 1 dan 2 kuhp, serta pasal 160 dan pasal 406 juncto 55 dengan ancaman penjara diatas 5 tahun.  pada rabu (8/10/2014) sore, novel bamukmin mendatangi polda metro jaya terkait dpo tersebut dan sudah menjalani pemeriksaan. terlihat, poster dpo yang beredar pada tahun 2014 silam kembali disangkut pautkan dengan kasus terbaru yang menyeret nama novel bamukmin terkait penculikan serta penganiyayaan terhadap ninoy karundeng yang merupakan relawan jokowi di masjid jami al falah, pejompongan jakarta pusat pada 30 september 2019. novel bamukmin kembali dipanggil polda metro jaya sebagai saksi atas kasus penculikan dan penganiyayaan ninoy karundeng.  kepada wartawan, novel bamukmin mengatakan bahwa dirinya tidak ada di tempat kejadian saat ninoy karundeng ditangkap. “berdasarkan apa penyidik memanggil saya sebagai saksi? karena, saya tidak ada di tempat kejadian dan saya juga nggak tahu ada kegiatan itu saat ninoy karundeng ditangkap,” tutur novel. berdasarkan fakta diatas, dapat disimpulkan bahwa poster dpo atas nama novel bamukmin adalah kejadian tahun 2014 dan bukan saat ini dengan kasus yang berbeda. maka dari itu infromasi yang beredar masuk kedalam kategori koneksi yang salah karena tidak sesuai dengan fakta saat ini. ====== ",FAKTA
" “keren yah.mobil sitaan.masih bisa keluar.maha benar lembaga tersuci” adalah suatu yang keliru. kabiro humas kpk, febri menyatakan, “informasi palsu tentang kpk yang didaur ulang kembali beredar, saat ini yang digunakan adalah berita terkait mobil sitaan kpk yang ditilang polisi di jalan raya,” kata febri, senin (7/10). febri pun menjelaskan, saat berita tersebut beredar, kpk menegaskan mobil yang ditilang itu bukan hasil sitaan kpk melainkan dalam status blokir agar aset tidak pindah kepemilikan. =====  kategori: misleading content =====  sumber: media sosial twitter =====  narasi:  “keren yah.mobil sitaan.masih bisa keluar.maha benar lembaga tersuci,” cuit akun twitter arya baruna atau @suara_bawah, senin (7/10). =====   yang pesannya mempermasalahkan mobil sitaan komisi pemberantasan korupsi (kpk), masih bisa keluar atau dikendarai. berikut narasi lengkapnya. “keren yah.mobil sitaan.masih bisa keluar.maha benar lembaga tersuci,” cuit akun twitter arya baruna atau @suara_bawah, senin (7/10). hingga artikel ini dibuat, cuitan akun @suara_bawah telah diretweet 1,2 ribu kali dan disukai sebanyak 2,3 ribu. namun menanggapi kabar ini, kepala biro (kabiro) hubungan masyarakat (humas) kpk, febri diansyah memberikan klarifikasinya. ia menyatakan kabar yang disebarkan olah akun @suara_bawah adalah informasi palsu yang didaur ulang kembali. “informasi palsu tentang kpk yang didaur ulang kembali beredar, saat ini yang digunakan adalah berita terkait mobil sitaan kpk yang ditilang polisi di jalan raya,” kata febri, senin (7/10). febri mengatakan, saat berita tersebut beredar, kpk juga sudah memberi ",HOAX
": akun twitter arya baruna atau @suara_bawah membuat cuitan yang isinya membagikan link berita dari media daring merdeka.com dengan tajuk “polisi tilang porsche, ternyata mobil sitaan kpk”. pada cuitan tersebut, akun @suara_bawah menambahkan narasi yang pesannya mempermasalahkan mobil sitaan komisi pemberantasan korupsi (kpk), masih bisa keluar atau dikendarai. berikut narasi lengkapnya. “keren yah.mobil sitaan.masih bisa keluar.maha benar lembaga tersuci,” cuit akun twitter arya baruna atau @suara_bawah, senin (7/10). hingga artikel ini dibuat, cuitan akun @suara_bawah telah diretweet 1,2 ribu kali dan disukai sebanyak 2,3 ribu. namun menanggapi kabar ini, kepala biro (kabiro) hubungan masyarakat (humas) kpk, febri diansyah memberikan klarifikasinya. ia menyatakan kabar yang disebarkan olah akun @suara_bawah adalah informasi palsu yang didaur ulang kembali. “informasi palsu tentang kpk yang didaur ulang kembali beredar, saat ini yang digunakan adalah berita terkait mobil sitaan kpk yang ditilang polisi di jalan raya,” kata febri, senin (7/10). febri mengatakan, saat berita tersebut beredar, kpk juga sudah memberi penjelasan. dia menegaskan mobil yang ditilang kpk itu bukan hasil sitaan kpk melainkan dalam status blokir agar aset tidak pindah kepemilikan. “saat itu kpk telah menjelaskan bahwa mobil porsche yang ditilang itu bukan hasil sitaan kpk. mobil itu berada dalam status blokir. pemblokiran ditujukan untuk mencegah agar aset tidak dipindahkan kepemilikannya. ini terkait juga dengan kebutuhan hukum penggantian kerugian negara setelah putusan berkekuatan hukum tetap,” ujar febri. menurut febri, penjelasan kpk itu sudah dimuat oleh sejumlah media nasional. selain itu, febri mengatakan kpk membuat penjelasan melalui akun facebook resmi kpk. berikut ini penjelasan lengkap kpk soal pemberitaan tersebut yang dimuat di akun facebook resmi kpk. febri menyebut dengan penjelasan lengkap dari kpk itu masyarakat bisa memahami informasi mana yang benar. dia mengajak seluruh elemen masyarakat tidak mudah menyebarluaskan informasi yang berpotensi memuatkan kabar hoax. “kpk mengajak masyarakat untuk tidak meneruskan informasi palsu agar keterbukaan informasi tidak dikotori hoax. hal ini juga dapat membantu menjaga pemberantasan korupsi dari penyesatan informasi baik yang disengaja atau tidak,” ucapnya. diketahui pada artikel merdeka.com yang dibagikan akun @suara_bawah, jika dibaca dengan seksama dan teliti, febri pun menegaskan bahwa nomor kendaraan mobil tersebut diajukan pemblokiran kepada pihak kepolisian sebagai rangkaian proses hukum tindak pidana korupsi pengadaan alat kesehatan oleh mantan gubernur banten, ratu atut chosiyah. namun, diajukan pemblokiran tidak otomatis menjadi barang sitaan kpk. “dalam penyitaan, penguasaan benda berada pada penegak hukum, sedangkan pada pemblokiran lebih ditujukan pada pencegahan agar aset tidak dipindahkan kepemilikannya,” jelas febri, jumat (25/8/2017). diketahui mobil porsche kuning blokiran kpk sudah diblokir pihak kepolisian sejak 2014. “dari kpk minta blokir. kita sudah blokir sejak 2014. mereka minta blokir karena terkait kasus korupsi,” kata direktur lalu lintas (dirlantas) polda metro jaya kombes halim pagarra kepada detikcom, jumat (25/8/2017) malam. ===== ",FAKTA
" yang dibarengi dengan link, disebutkan bahwa kfc akan membagikan makanan gratis di seluruh restoran. hal tersebut langsung dibantah oleh pihak terkait yakni kfc, dengan menyatakan bahwa narasi dan link tersebut adalah tidak benar. selengkapnya terdapat di : makanan gratis di kfc === ",HOAX
"! kategori: fabricated content === sumber: pesan berantai whatsapp === narasi: makanan gratis di kfc === penjelasan: beredar melalui pesan berantai whatsapp, sebuah narasi yang disertai link dengan klaim bahwa link tersebut merupakan voucher yang diberikan oleh pihak makanan cepat saji kfc dalam rangka perayaan hut ke-15. menanggapi hal tersebut, direktur pt fast food indonesia tbk. (kfc indonesia), justinus dalimin pun akhirnya angkat bicara. melansir dari tempo.co, justinus menyatakan bahwa informasi tersebut tidak benar alias hoaks. menurutnya pesan tersebut sengaja dibuat oleh oknum yang tidak bertanggung jawab. justinus menghimbau kepada masyarakat, untuk lebih waspada terhadap informasi yang tidak mempunyai kejelasan sumber valid.  ia juga menginformasikan, apabila kfc mengadakan promo maka hal tersebut akan diinformasikan melalui media-media mainstream. dan tentunya akan juga disebarkan melalui situs resmi kfcku.co dan media sosial resmi milik kfc indonesia. untuk menghindari banyaknya masyarakat yang terkecoh dengan pesan tersebut, kfc juga mengklarifikasi mengenai informasi palsu tersebut melalui media sosial resmi twitter milik kfc yakni @kfcindonesia. === ",FAKTA
": kota yogyakarta akan diperluas dg memasukkan desa2 di bantul & sleman..? nantinya, sesudah kota yogyakarta melakukan perluasan wilayah, maka kecamatan terbagi lagi menjadi: 5 kawedanan; 24 kecamatan dan 100 kelurahan, yaitu i. kawedanan yogyakarta barat terdiri dari 6 kecamatan dan 23 kelurahan a. kecamatan banyudenasih (pengembangan dari 2 desa yang digabungkan, yaitu desa banyuraden dan desa ngestiharjo) 1. kelurahan soragan d/h kembang 2. kelurahan onggobayan 3. kelurahan sutopadan 4. kelurahan kradenan 5. kelurahan banyumeneng b. kecamatan tegalrejo 1. kelurahan tegalrejo 2. kelurahan bener 3. kelurahan kricak 4. kelurahan karang waru c. kecamatan jetis 1. kelurahan tritisjajar (pemekaran dari kelurahan cokrodiningratan) 2. kelurahan cokrodiningratan 3. kelurahan gowongan 4. kelurahan bumijo d. kecamatan gedong tengen 1. kelurahan pringgokusuman 2. kelurahan sosromenduran 3. kelurahan wongsodirjan (pemekaran patungan antara kelurahan pringgokusuman dengan kelurahan sosromenduran e. kecamatan ngampilan 1. kelurahan ngampilan 2. kelurahan ngadiwinatan (pemekaran dari kelurahan ngampilan) 3. kelurahan notoprajan f. kecamatan wirobrajan 1. kelurahan pakuncen 2. kelurahan wirobrajan 3. kelurahan patangpuluhan 4. kelurahan jomegatan (tambahan dari desa tirtonirmolo di kecamatan kasihan, kabupaten bantul dengan bagian tenggara dari kelurahan sutopadan) […] (dilanjutkan dibagian catatan setelah referensi) =====  ",HOAX
": beredar pesan berantai yang menyebutkan bahwa kota yogyakarta akan dimekarkan. dalam pesan tersebut ditampilkan juga daerah-daerah hasil pemekaran itu. berdasarkan hasil penelusuran, diketahui bahwa informasi tersebut tidak benar. pemerintah kota yogyakarta menyebut “broadcast” yang menyebar luas dari berbagai “platform” media sosial terkait rencana pemekaran wilayah kota yogyakarta dengan memasukkan sejumlah desa di kabupaten sleman dan bantul merupakan informasi yang tidak benar atau hoaks.  “sampai sekarang tidak ada pembicaraan terkait rencana pemekaran wilayah kota yogyakarta,” ujar kepala bagian tata pemerintahan kota yogyakarta octo noor arafat. ia mengatakan, tidak mengetahui asal-usul atau pihak yang pertama kali membuat “broadcast” tersebut dan dasar yang dijadikan sebagai sumber informasi yang kemudian menyebar luas ke masyarakat. “apakah dasarnya dari kajian secara akademik mengenai manajemen wilayah untuk kota yogyakarta atau kajian lain saya pun tidak tahu,” katanya. meskipun demikian, lanjut octo, jika dilihat dari pembagian wilayah yang menyebar melalui “broadcast” di media sosial tersebut menggambarkan mengenai aglomerasi kota yogyakarta dengan wilayah di sekitarnya. “seperti di dalam ‘broadcast’ yang menyebar, wilayah luar kota yogyakarta memiliki keterhubungan yang erat dengan wilayah perbatasan,” katanya. ia menyebut, dari berbagai rapat dan koordinasi yang dilakukan di tingkat pemerintah diy pun tidak ada kegiatan atau rencana pemekaran kota yogyakarta. “sejauh ini, yang ada adalah rencana pelaksanaan peraturan gubernur nomor 25 tahun 2019 tentang pedoman kelembagaan urusan keistimewaan pada pemerintah kabupaten/kota dan kelurahan,” katanya. berdasarkan peraturan tersebut akan ada perubahan penyebutan pada berbagai nomenklatur wilayah untuk melaksanakan urusan keistimewaan, yaitu mengubah penyebutan kecamatan di wilayah kabupaten menjadi kapanewon, sedangkan kecamatan di wilayah kota disebut menjadi kemantren. kapanewon maupun kemantren masing-masing dipimpin oleh panewu dan mantri pamong praja. selain itu, juga diatur mengenai susunan organisasi di kapanewon dan kemantren yaitu jabatan panewu anom dan mantri anom yang menjadi sebutan untuk sekretaris kecamatan. dalam melaksanakan sebagian urusan keistimewaan, maka tugas dan fungsi kelurahan di kota yogyakarta pun akan ditambah yaitu untuk bidang kebudayaan, pertanahan, dan tata ruang. “sejauh ini, persiapan sedang dimatangkan. diupayakan pada 2020 sudah bisa diimplementasikan,” katanya. senada dengan octo, bupati sleman sri purnomo menegaskan berita tersebut hanya hoaks. “tidak ada babibu, tahu-tahu muncul isu pemekaran. itu hanya hoaks, tidak usah ditanggapi,” katanya. dia juga meminta warga tidak perlu resah dengan adanya berita hoax itu. “masyarakat sudah nyaman dengan sleman sembada-nya,” tukas sri. kepala desa condongcatur, reno candra sangaji pun memberikan bantahannya terkait kabar pemekaran kota yogyakarta. ia mengatakan, tidak pernah ada pembicaraan tentang hal itu sebelumnya. “saya cuma dapat infonya dari wa. sepertinya hoaks karena belum ada diskusi,” ujarnya. menurut reno, keputusan pemekaran wilayah tidak bisa dilakukan sembarangan. perlu ada koordinasi dan kajian yang matang. kendati condongcatur ada di daerah perbatasan kota yogyakarta dan kabupaten sleman, dia menilai warganya tetap nyaman berada di sleman.  =====  ",FAKTA
":“berhubung kaga pake jilbab…sumpahnye pake papan penggilesan aje…,” unggah akun facebook sukimin boneng atau @ sukimin.boneng, minggu (6/10).=====",HOAX
": akun facebook sukimin boneng atau @sukimin.boneng mengunggah foto politisi partai demokrasi indonesia perjuangan (pdip) yang juga menteri koordinator (menko) pembangunan manusia dan kebudayaan (pmk) 2014 – 2019, puan maharani. pada foto tersebut tampak di atas kepala puan yang mengenakan baju berwarna merah terdapat papan cucian dengan posisi seperti sedang mengambil sumpah.dalam postingannya, akun @sukimin.boneng menambahkan narasi sebagi berikut.“berhubung kaga pake jilbab…sumpahnye pake papan penggilesan aje…,” unggah akun facebook sukimin boneng atau @ sukimin.boneng, minggu (6/10).setelah dilakukan penelusuran melalui mesin pencari, foto yang diunggah akun @sukimin.boneng adalah foto editan ketika puan diambil sumpahnya saat dilantik menjadi ketua dpr pada 1 oktober 2019 kemarin.foto tersebut tayang dalam berita tempo.co bertajuk “pidato perdana mirip jokowi, puan maharani: kami tidak antikritik” yang tayang pada rabu 2 oktober 2019. pada foto puan ini tampak yang ada di atas kepala puan adalah al quran.diketahui foto puan yang sedang diambil sumpahnya sebagai ketua dpr adalah karya dari jurnalis tempo, m taufan rengganis.=====",FAKTA
